time,latitude,longitude,depth,mag,place,type,Year,Mo,Dy,Date,timestamp,Hr,Mn,Sec,Val,Tsunami Cause Code,Focal Depth (km),Vol,Deposits,Country,Area,Region,Location Name,lat,long,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Abe),Tsunami Magnitude (Iida),Tsunami Intensity,Deaths,Missing,Injuries,Damage ($Mil),_merge,gid,Max Distance,timestamp2
,,,,7.9,,,2018.0,1.0,23.0,,2018-01-23,9.0,31.0,42.0,4.0,1.0,25.0,,0.0,USA,AK,87.0,"KODIAK ISLAND, AK",56.04600000000001,-149.07299999999998,0.25,38.0,,,,,,,,right_only,521,8184.0,2018-01-23
,,,,6.9,,,2018.0,5.0,4.0,,2018-05-04,22.0,32.0,55.0,4.0,4.0,5.0,6864.0,0.0,USA,HI,80.0,HAWAII,19.37,-155.032,0.4,7.0,,,,,,,,right_only,523,533.0,2018-05-04
,,,,6.9,,,2018.0,8.0,5.0,,2018-08-05,11.0,46.0,37.0,4.0,1.0,31.0,,0.0,INDONESIA,,60.0,BALI SEA,-8.287,116.45200000000001,0.14,4.0,,,,,,,,right_only,524,146.0,2018-08-05
,,,,7.3,,,2018.0,8.0,21.0,,2018-08-21,21.0,31.0,46.0,2.0,1.0,154.0,,0.0,VENEZUELA,,74.0,SUCRE,10.855,-62.883,,1.0,,,,,,,,right_only,525,136.0,2018-08-21
2018-08-29T03:51:56.100Z,-22.0295,170.1262,21.43,7.1,"202km WNW of Ile Hunter, New Caledonia",earthquake,2018.0,8.0,29.0,2018-08-29,2018-08-29,3.0,51.0,56.0,4.0,1.0,27.0,,0.0,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-22.066,170.05,0.27,7.0,,,,,,,,both,526,978.0,2018-08-29
,,,,7.5,,,2018.0,9.0,28.0,,2018-09-28,10.0,2.0,43.0,4.0,3.0,10.0,,1.0,INDONESIA,,83.0,SULAWESI,-0.17800000000000002,119.84,10.73,291.0,,,,3879.0,,4612.0,1500.0,right_only,527,298.0,2018-09-28
2018-10-16T01:03:43.580Z,-21.7427,169.5217,17.0,6.5,"170km E of Tadine, New Caledonia",earthquake,2018.0,10.0,16.0,2018-10-16,2018-10-16,1.0,3.0,43.0,4.0,1.0,17.0,,0.0,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-21.743000000000002,169.52200000000002,0.05,1.0,,,,,,,,both,528,294.0,2018-10-16
,,,,6.8,,,2018.0,10.0,25.0,,2018-10-25,22.0,54.0,51.0,4.0,1.0,14.0,,0.0,GREECE,,50.0,IONIAN SEA,37.506,20.563000000000002,0.5,6.0,,,,,,,,right_only,529,569.0,2018-10-25
2018-12-05T04:18:08.420Z,-21.9496,169.4266,10.0,7.5,"165km ESE of Tadine, New Caledonia",earthquake,2018.0,12.0,5.0,2018-12-05,2018-12-05,4.0,18.0,8.0,4.0,1.0,10.0,,0.0,NEW CALEDONIA,,81.0,LOYALTY ISLANDS,-21.969,169.446,2.0,30.0,,,,,,,,both,530,6005.0,2018-12-05
2019-06-14T00:19:12.401Z,-30.0557,-72.0819,11.0,6.4,"72km W of Coquimbo, Chile",earthquake,2019.0,6.0,14.0,2019-06-14,2019-06-14,0.0,19.0,12.0,4.0,1.0,11.0,,0.0,CHILE,,89.0,CENTRAL CHILE,-30.055999999999997,-72.082,0.07,1.0,,,,,,,,both,531,53.0,2019-06-14
,,,,7.2,,,2019.0,6.0,15.0,,2019-06-15,22.0,55.0,2.0,4.0,1.0,34.0,,0.0,NEW ZEALAND,,81.0,"S OF RAOUL ISLAND, KERMADEC ISLANDS",-30.805,-178.095,0.14,7.0,,,,,,,,right_only,532,1317.0,2019-06-15
2019-06-18T13:22:19.010Z,38.6391,139.4769,12.0,6.4,"31km WSW of Tsuruoka, Japan",earthquake,2019.0,6.0,18.0,2019-06-18,2019-06-18,13.0,22.0,19.0,4.0,1.0,12.0,,0.0,JAPAN,,85.0,NIIGATA,38.646,139.472,0.1,5.0,,,,,,,,both,533,265.0,2019-06-18
2019-11-14T16:17:40.578Z,1.6213,126.4156,33.0,7.1,"138km E of Bitung, Indonesia",earthquake,2019.0,11.0,14.0,2019-11-14,2019-11-14,16.0,17.0,40.0,4.0,1.0,33.0,,0.0,INDONESIA,,83.0,N. MOLUCCAS ISLANDS,1.6,126.416,0.11,3.0,,,,,,,,both,534,141.0,2019-11-14
,,,,6.4,,,2020.0,1.0,7.0,,2020-01-07,8.0,24.0,26.0,4.0,1.0,10.0,,0.0,USA TERRITORY,PR,74.0,PUERTO RICO,17.916,-66.813,0.06,6.0,,,,,,,,right_only,535,225.0,2020-01-07
,,,,7.7,,,2020.0,1.0,28.0,,2020-01-28,19.0,10.0,25.0,4.0,1.0,10.0,,0.0,CUBA,,74.0,OFF SE COAST,19.44,-78.755,0.11,2.0,,,,,,,,right_only,536,862.0,2020-01-28
,,,,7.5,,,2020.0,3.0,25.0,,2020-03-25,2.0,49.0,21.0,4.0,1.0,57.0,,0.0,RUSSIA,,86.0,N. KURIL ISLANDS,48.986000000000004,157.69299999999998,0.5,10.0,,,,,,,,right_only,537,5884.0,2020-03-25
